"","from","to","source","database"
"1908","TNFSF8","TNFRSF8","ramilowski_known","ramilowski"
"1909","TNFSF9","TNFRSF9","ramilowski_known","ramilowski"
"1910","TNF","LTBR","ramilowski_known","ramilowski"
"1911","TNF","TNFRSF1A","ramilowski_known","ramilowski"
"1912","TNF","TNFRSF1B","ramilowski_known","ramilowski"
"1913","TNF","TNFRSF21","ramilowski_known","ramilowski"
"1914","TPH1","HTR1A","ramilowski_known","ramilowski"
"1915","TPH1","HTR1B","ramilowski_known","ramilowski"
"1916","TPH1","HTR1D","ramilowski_known","ramilowski"
"1917","TPH1","HTR1E","ramilowski_known","ramilowski"
"1918","TPH1","HTR1F","ramilowski_known","ramilowski"
"1919","TPH1","HTR2A","ramilowski_known","ramilowski"
"1920","TPH1","HTR2B","ramilowski_known","ramilowski"
"1921","TPH1","HTR2C","ramilowski_known","ramilowski"
"1922","TPH1","HTR4","ramilowski_known","ramilowski"
"1923","TPH1","HTR5A","ramilowski_known","ramilowski"
"1924","TPH1","HTR6","ramilowski_known","ramilowski"
"1925","TPH1","HTR7","ramilowski_known","ramilowski"
"1926","TRH","TRHR","ramilowski_known","ramilowski"
"1927","TSHB","TSHR","ramilowski_known","ramilowski"
"1928","UCN2","CRHR1","ramilowski_known","ramilowski"
"1929","UCN2","CRHR2","ramilowski_known","ramilowski"
"1930","UCN3","CRHR2","ramilowski_known","ramilowski"
"1931","UCN","CRHR1","ramilowski_known","ramilowski"
"1932","UCN","CRHR2","ramilowski_known","ramilowski"
"1933","ULBP2","KLRK1","ramilowski_known","ramilowski"
"1934","UTS2B","UTS2R","ramilowski_known","ramilowski"
"1935","UTS2","UTS2R","ramilowski_known","ramilowski"
"1936","VCAM1","ITGA4","ramilowski_known","ramilowski"
"1937","VCAM1","ITGAD","ramilowski_known","ramilowski"
"1938","VCAM1","ITGB1","ramilowski_known","ramilowski"
"1939","VCAM1","ITGB2","ramilowski_known","ramilowski"
"1940","VEGFA","FLT1","ramilowski_known","ramilowski"
"1941","VEGFA","KDR","ramilowski_known","ramilowski"
"1942","VEGFA","NRP1","ramilowski_known","ramilowski"
"1943","VEGFA","NRP2","ramilowski_known","ramilowski"
"1944","VEGFB","FLT1","ramilowski_known","ramilowski"
"1945","VEGFB","NRP1","ramilowski_known","ramilowski"
"1946","VEGFC","FLT4","ramilowski_known","ramilowski"
"1947","VEGFC","KDR","ramilowski_known","ramilowski"
"1948","VEGFC","NRP2","ramilowski_known","ramilowski"
"1949","VEGFC","VIPR2","ramilowski_known","ramilowski"
"1950","VIP","ADCYAP1R1","ramilowski_known","ramilowski"
"1951","VIP","SCTR","ramilowski_known","ramilowski"
"1952","VIP","VIPR1","ramilowski_known","ramilowski"
"1953","VIP","VIPR2","ramilowski_known","ramilowski"
"1954","VTN","ITGA5","ramilowski_known","ramilowski"
"1955","VTN","ITGB3","ramilowski_known","ramilowski"
"1956","WNT11","FZD7","ramilowski_known","ramilowski"
"1957","WNT1","FZD3","ramilowski_known","ramilowski"
"1958","WNT1","FZD8","ramilowski_known","ramilowski"
"1959","WNT1","FZD9","ramilowski_known","ramilowski"
"1960","WNT1","RYK","ramilowski_known","ramilowski"
"1961","WNT3A","FZD6","ramilowski_known","ramilowski"
"1962","WNT3","FZD8","ramilowski_known","ramilowski"
"1963","WNT3","LRP6","ramilowski_known","ramilowski"
"1964","WNT3","RYK","ramilowski_known","ramilowski"
"1965","WNT4","FZD2","ramilowski_known","ramilowski"
"1966","WNT4","FZD6","ramilowski_known","ramilowski"
"1967","WNT5A","FZD2","ramilowski_known","ramilowski"
"1968","WNT5A","FZD4","ramilowski_known","ramilowski"
"1969","WNT5A","FZD6","ramilowski_known","ramilowski"
"1970","WNT5A","FZD7","ramilowski_known","ramilowski"
"1971","WNT5A","RYK","ramilowski_known","ramilowski"
"1972","WNT7A","FZD5","ramilowski_known","ramilowski"
"1973","WNT7B","FZD1","ramilowski_known","ramilowski"
"1974","WNT7B","FZD10","ramilowski_known","ramilowski"
"1975","WNT7B","LRP5","ramilowski_known","ramilowski"
"1976","XCL1","XCR1","ramilowski_known","ramilowski"
"1977","XCL2","XCR1","ramilowski_known","ramilowski"
"1978","YARS","CXCR1","ramilowski_known","ramilowski"
"1979","ZP3","MERTK","ramilowski_known","ramilowski"
"1980","CCL4","CCR5","kegg_cytokines","kegg"
"1981","PDGFD","PDGFRB","kegg_cytokines","kegg"
"1982","IFNA4","IFNAR2","kegg_cytokines","kegg"
"1983","IFNA4","IFNAR1","kegg_cytokines","kegg"
"1984","HLA-DRA","CD4","kegg_cams","kegg"
"1985","HLA-F","CD8A","kegg_cams","kegg"
"1986","ICOSLG","ICOS","kegg_cams","kegg"
"1987","NRXN1","NLGN1","kegg_cams","kegg"
"1988","SPN","SIGLEC1","kegg_cams","kegg"
"1989","ICOSLG","CD28","kegg_cams","kegg"
"1990","ICOSLG","CTLA4","kegg_cams","kegg"
"1991","CSHL1","GHR","kegg_neuroactive","kegg"
"1992","COL2A1","ITGB1","kegg_ecm","kegg"
"1993","COL2A1","ITGA1","kegg_ecm","kegg"
"1994","LAMA1","ITGB1","kegg_ecm","kegg"
"1995","LAMA1","ITGA1","kegg_ecm","kegg"
"1996","COL2A1","ITGA2","kegg_ecm","kegg"
"1997","LAMA1","ITGA2","kegg_ecm","kegg"
"1998","LAMA1","ITGA3","kegg_ecm","kegg"
"1999","COL2A1","ITGA3","kegg_ecm","kegg"
"2000","LAMA1","ITGA6","kegg_ecm","kegg"
"2001","LAMA1","ITGA7","kegg_ecm","kegg"
"2002","NPNT","ITGB1","kegg_ecm","kegg"
"2003","NPNT","ITGA8","kegg_ecm","kegg"
"2004","COL2A1","ITGA9","kegg_ecm","kegg"
"2005","LAMA1","ITGA9","kegg_ecm","kegg"
"2006","COL2A1","ITGA10","kegg_ecm","kegg"
"2007","COL2A1","ITGA11","kegg_ecm","kegg"
"2008","COL2A1","ITGAV","kegg_ecm","kegg"
"2009","COL2A1","ITGB8","kegg_ecm","kegg"
"2010","LAMA1","ITGAV","kegg_ecm","kegg"
"2011","LAMA1","ITGB8","kegg_ecm","kegg"
"2012","LAMA1","ITGB4","kegg_ecm","kegg"
"2013","COL2A1","CD44","kegg_ecm","kegg"
"2014","LAMA1","CD44","kegg_ecm","kegg"
"2015","COL2A1","SDC1","kegg_ecm","kegg"
"2016","LAMA1","SV2A","kegg_ecm","kegg"
"2017","COL2A1","GP6","kegg_ecm","kegg"
"2018","LAMA1","DAG1","kegg_ecm","kegg"
"2019","CCL3L3","CCR1","pharmacology","guide2pharmacology"
"2020","CCL3L3","CCR5","pharmacology","guide2pharmacology"
"2021","CCL3L3","CCR1","ramilowski_known","ramilowski"
"2022","CCL3L3","CCR5","ramilowski_known","ramilowski"
"2023","CCL5","SDC4","ppi_lr","ppi_prediction"
"2024","EDN2","EDNRB","ppi_lr","ppi_prediction"
"2025","CSF2","SDC2","ppi_lr","ppi_prediction"
"2026","LAMA1","GPC1","ppi_lr","ppi_prediction"
"2027","TDGF1","GPC1","ppi_lr","ppi_prediction"
"2028","WNT3","FZD1","ppi_lr","ppi_prediction"
"2029","NRG1","GPC1","ppi_lr","ppi_prediction"
"2030","DKK1","LRP5","ppi_lr","ppi_prediction"
"2031","LAMA1","SDC4","ppi_lr","ppi_prediction"
"2032","CCL5","SDC1","ppi_lr","ppi_prediction"
"2033","CALR","TSHR","ppi_lr","ppi_prediction"
"2034","WNT1","FZD1","ppi_lr","ppi_prediction"
"2035","CCL26","CCR1","ppi_lr","ppi_prediction"
"2036","CCL23","FPR2","ppi_lr","ppi_prediction"
"2037","CAMP","IGF1R","ppi_lr","ppi_prediction"
"2038","RSPO2","JMJD6","ppi_lr","ppi_prediction"
"2039","BTC","ERBB2","ppi_lr","ppi_prediction"
"2040","CTGF","FGFR3","ppi_lr","ppi_prediction"
"2041","IL6","HRH1","ppi_lr","ppi_prediction"
"2042","CTGF","FGFR2","ppi_lr","ppi_prediction"
"2043","GDF9","KIT","ppi_lr","ppi_prediction"
"2044","CCL3","CXCR5","ppi_lr","ppi_prediction"
"2045","CCL3","CCR3","ppi_lr","ppi_prediction"
"2046","TNF","TRAF2","ppi_lr","ppi_prediction"
"2047","CCL16","CCR8","ppi_lr","ppi_prediction"
"2048","CCL7","ACKR4","ppi_lr","ppi_prediction"
"2049","CCL16","CXCR5","ppi_lr","ppi_prediction"
"2050","FGF6","FGFR3","ppi_lr","ppi_prediction"
"2051","EFNA5","EPHB1","ppi_lr","ppi_prediction"
"2052","FGF2","SDC1","ppi_lr","ppi_prediction"
"2053","EGF","ERBB3","ppi_lr","ppi_prediction"
"2054","HGF","SDC1","ppi_lr","ppi_prediction"
"2055","CCL19","ACKR2","ppi_lr","ppi_prediction"
"2056","WNT1","LRP5","ppi_lr","ppi_prediction"
"2057","CNTF","IL6R","ppi_lr","ppi_prediction"
"2058","CTGF","LRP1","ppi_lr","ppi_prediction"
"2059","CCL3","ACKR2","ppi_lr","ppi_prediction"
"2060","CCL3","CCR4","ppi_lr","ppi_prediction"
"2061","CTGF","ERBB4","ppi_lr","ppi_prediction"
"2062","PDGFB","LRP1","ppi_lr","ppi_prediction"
"2063","CCL21","ACKR2","ppi_lr","ppi_prediction"
"2064","HBEGF","CD44","ppi_lr","ppi_prediction"
"2065","APOB","LRP2","ppi_lr","ppi_prediction"
"2066","INS","LRP2","ppi_lr","ppi_prediction"
"2067","EFNB2","EPHA3","ppi_lr","ppi_prediction"
"2068","INS","IGF1R","ppi_lr","ppi_prediction"
"2069","IAPP","RAMP1","ppi_lr","ppi_prediction"
"2070","ARF1","INSR","ppi_lr","ppi_prediction"
"2071","CCL27","ACKR2","ppi_lr","ppi_prediction"
"2072","CCL25","ACKR2","ppi_lr","ppi_prediction"
"2073","LAMA2","DAG1","ppi_lr","ppi_prediction"
"2074","CCL19","CCR10","ppi_lr","ppi_prediction"
"2075","EGF","ERBB2","ppi_lr","ppi_prediction"
"2076","FGF2","SDC3","ppi_lr","ppi_prediction"
"2077","CCL28","ACKR2","ppi_lr","ppi_prediction"
"2078","GHRL","GHRHR","ppi_lr","ppi_prediction"
"2079","CCL7","CCR10","ppi_lr","ppi_prediction"
"2080","VEGFD","NRP1","ppi_lr","ppi_prediction"
"2081","VEGFD","NRP2","ppi_lr","ppi_prediction"
"2082","APOB","CALCR","ppi_lr","ppi_prediction"
"2083","WNT1","ROR2","ppi_lr","ppi_prediction"
"2084","CTGF","EGFR","ppi_lr","ppi_prediction"
"2085","PDGFB","NRP1","ppi_lr","ppi_prediction"
"2086","EFNB2","EPHA5","ppi_lr","ppi_prediction"
"2087","EFNB2","SDC2","ppi_lr","ppi_prediction"
"2088","DKK1","KIT","ppi_lr","ppi_prediction"
"2089","FGF1","GPC1","ppi_lr","ppi_prediction"
"2090","FGF1","SDC4","ppi_lr","ppi_prediction"
"2091","FGF1","SDC2","ppi_lr","ppi_prediction"
"2092","DLK1","FGFR1","ppi_lr","ppi_prediction"
"2093","WNT3","TRAF2","ppi_lr","ppi_prediction"
"2094","TNF","DAG1","ppi_lr","ppi_prediction"
"2095","TNF","PTPRS","ppi_lr","ppi_prediction"
"2096","TNF","NEO1","ppi_lr","ppi_prediction"
"2097","GSTP1","NTRK1","ppi_lr","ppi_prediction"
"2098","RTN4","NTRK1","ppi_lr","ppi_prediction"
"2099","CALR","NTRK1","ppi_lr","ppi_prediction"
"2100","INSL3","ALK","ppi_lr","ppi_prediction"
"2101","EFNB2","SDC1","ppi_lr","ppi_prediction"
"2102","IL12B","IL23R","ppi_lr","ppi_prediction"
"2103","HBEGF","ERBB2","ppi_lr","ppi_prediction"
"2104","FGF2","GPC1","ppi_lr","ppi_prediction"
"2105","HBEGF","PRLR","ppi_lr","ppi_prediction"
"2106","PRL","ERBB4","ppi_lr","ppi_prediction"
"2107","EPO","KIT","ppi_lr","ppi_prediction"
"2108","NRG4","EGFR","ppi_lr","ppi_prediction"
"2109","FGF23","FGFR3","ppi_lr","ppi_prediction"
"2110","AREG","ERBB2","ppi_lr","ppi_prediction"
"2111","EREG","ERBB2","ppi_lr","ppi_prediction"
"2112","NRG2","ERBB2","ppi_lr","ppi_prediction"
"2113","IL6","ERBB2","ppi_lr","ppi_prediction"
"2114","EFNB2","LRP6","ppi_lr","ppi_prediction"
"2115","EFNB2","FZD6","ppi_lr","ppi_prediction"
"2116","EFNB2","EPHA2","ppi_lr","ppi_prediction"
"2117","EFNB2","INSR","ppi_lr","ppi_prediction"
"2118","EFNB2","ROR2","ppi_lr","ppi_prediction"
"2119","EFNB2","FZD5","ppi_lr","ppi_prediction"
"2120","EFNB2","LRP8","ppi_lr","ppi_prediction"
"2121","JAG2","FZD6","ppi_lr","ppi_prediction"
"2122","JAG2","EPHA2","ppi_lr","ppi_prediction"
"2123","JAG2","INSR","ppi_lr","ppi_prediction"
"2124","JAG2","ROR2","ppi_lr","ppi_prediction"
"2125","JAG2","FZD5","ppi_lr","ppi_prediction"
"2126","JAG2","LRP8","ppi_lr","ppi_prediction"
"2127","EFNB1","FZD5","ppi_lr","ppi_prediction"
"2128","EFNB1","LRP8","ppi_lr","ppi_prediction"
"2129","ANXA1","EPHA5","ppi_lr","ppi_prediction"
"2130","NDP","LRP5","ppi_lr","ppi_prediction"
"2131","RTN4","ROR2","ppi_lr","ppi_prediction"
"2132","EFNB2","UNC5C","ppi_lr","ppi_prediction"
"2133","EFNB2","LRP2","ppi_lr","ppi_prediction"
"2134","JAG2","LRP2","ppi_lr","ppi_prediction"
"2135","EFNB1","LRP2","ppi_lr","ppi_prediction"
"2136","LAMB1","SDC2","ppi_lr","ppi_prediction"
"2137","LAMB1","SDC1","ppi_lr","ppi_prediction"
"2138","TF","SDC1","ppi_lr","ppi_prediction"
"2139","ARF1","FAS","ppi_lr","ppi_prediction"
"2140","APOB","ERBB2","ppi_lr","ppi_prediction"
"2141","APOB","EGFR","ppi_lr","ppi_prediction"
"2142","APOB","PTPRF","ppi_lr","ppi_prediction"
"2143","APOB","MET","ppi_lr","ppi_prediction"
"2144","CALR","FAS","ppi_lr","ppi_prediction"
"2145","UTS2","FAS","ppi_lr","ppi_prediction"
"2146","LAMB1","FAS","ppi_lr","ppi_prediction"
"2147","ANXA1","HMMR","ppi_lr","ppi_prediction"
"2148","ARF1","MYLK","ppi_lr","ppi_prediction"
"2149","ARF1","LRP5","ppi_lr","ppi_prediction"
"2150","ARF1","HMMR","ppi_lr","ppi_prediction"
"2151","GSTP1","MYLK","ppi_lr","ppi_prediction"
"2152","GSTP1","LRP5","ppi_lr","ppi_prediction"
"2153","GSTP1","FAS","ppi_lr","ppi_prediction"
"2154","GSTP1","HMMR","ppi_lr","ppi_prediction"
"2155","CALR","LRP5","ppi_lr","ppi_prediction"
"2156","CALR","HMMR","ppi_lr","ppi_prediction"
"2157","ANXA1","LIFR","ppi_lr","ppi_prediction"
"2158","ANXA1","DDR2","ppi_lr","ppi_prediction"
"2159","EFNB2","EPHA7","ppi_lr","ppi_prediction"
"2160","JAG2","EPHA7","ppi_lr","ppi_prediction"
"2161","RTN4","EPHA2","ppi_lr","ppi_prediction"
"2162","RTN4","FZD6","ppi_lr","ppi_prediction"
"2163","RTN4","EPHA7","ppi_lr","ppi_prediction"
"2164","EFNB1","EPHA7","ppi_lr","ppi_prediction"
"2165","ARF1","CD44","ppi_lr","ppi_prediction"
"2166","CALR","CD44","ppi_lr","ppi_prediction"
"2167","IGF1","INSR","ppi_lr","ppi_prediction"
"2168","EPGN","ERBB4","ppi_lr","ppi_prediction"
"2169","PDGFC","PDGFRB","ppi_lr","ppi_prediction"
"2170","APP","TGFBR2","ppi_lr","ppi_prediction"
"2171","F2","LRP1","ppi_lr","ppi_prediction"
"2172","WNT5A","LRP6","ppi_lr","ppi_prediction"
"2173","WNT4","LRP6","ppi_lr","ppi_prediction"
"2174","WNT1","LRP6","ppi_lr","ppi_prediction"
"2175","WNT11","LRP6","ppi_lr","ppi_prediction"
"2176","WNT3A","LRP6","ppi_lr","ppi_prediction"
"2177","WNT7A","LRP6","ppi_lr","ppi_prediction"
"2178","PSEN1","NOTCH1","ppi_lr","ppi_prediction"
"2179","WNT1","NOTCH1","ppi_lr","ppi_prediction"
"2180","ADAM17","NOTCH1","ppi_lr","ppi_prediction"
"2181","RSPO2","SDC4","ppi_lr","ppi_prediction"
"2182","RSPO3","SDC4","ppi_lr","ppi_prediction"
"2183","EREG","ERBB3","ppi_lr","ppi_prediction"
"2184","TNFSF14","TRAF2","ppi_lr","ppi_prediction"
"2185","WNT5A","FZD5","ppi_lr","ppi_prediction"
"2186","ADAM17","IL1R2","ppi_lr","ppi_prediction"
"2187","GZMB","FGFR1","ppi_lr","ppi_prediction"
"2188","IL22","IL20RA","ppi_lr","ppi_prediction"
"2189","WNT5A","FZD3","ppi_lr","ppi_prediction"
"2190","WNT5A","ROR2","ppi_lr","ppi_prediction"
"2191","WNT4","LRP5","ppi_lr","ppi_prediction"
"2192","WNT4","FZD3","ppi_lr","ppi_prediction"
"2193","CSF3","CSF2RA","ppi_lr","ppi_prediction"
"2194","IL22","IFNAR2","ppi_lr","ppi_prediction"
"2195","CSF1","CSF3R","ppi_lr","ppi_prediction"
"2196","CCL2","ACKR4","ppi_lr","ppi_prediction"
"2197","TDGF1","ACVR1B","ppi_lr","ppi_prediction"
"2198","WNT1","FZD6","ppi_lr","ppi_prediction"
"2199","WNT3A","LRP5","ppi_lr","ppi_prediction"
"2200","WNT7A","LRP5","ppi_lr","ppi_prediction"
"2201","CSF1","CSF2RA","ppi_lr","ppi_prediction"
"2202","WNT11","FZD3","ppi_lr","ppi_prediction"
"2203","WNT11","FZD6","ppi_lr","ppi_prediction"
"2204","WNT11","MUSK","ppi_lr","ppi_prediction"
"2205","PTN","ALK","ppi_lr","ppi_prediction"
"2206","WNT3A","FZD3","ppi_lr","ppi_prediction"
"2207","WNT7A","FZD3","ppi_lr","ppi_prediction"
"2208","WNT3","FZD3","ppi_lr","ppi_prediction"
"2209","WNT7B","FZD3","ppi_lr","ppi_prediction"
"2210","IHH","PTCH2","ppi_lr","ppi_prediction"
"2211","SHH","PTCH2","ppi_lr","ppi_prediction"
"2212","CCL26","CCR5","ppi_lr","ppi_prediction"
"2213","DHH","PTCH1","ppi_lr","ppi_prediction"
"2214","ADAM17","IL6R","ppi_lr","ppi_prediction"
"2215","PLG","F2RL1","ppi_lr","ppi_prediction"
"2216","WNT3A","FZD8","ppi_lr","ppi_prediction"
"2217","WNT3A","FZD1","ppi_lr","ppi_prediction"
"2218","WNT3A","RYK","ppi_lr","ppi_prediction"
"2219","WNT3A","FZD2","ppi_lr","ppi_prediction"
"2220","CCL26","CX3CR1","ppi_lr","ppi_prediction"
"2221","WNT7A","FZD7","ppi_lr","ppi_prediction"
"2222","MDK","NOTCH2","ppi_lr","ppi_prediction"
"2223","IL10","IFNAR2","ppi_lr","ppi_prediction"
"2224","PENK","OPRL1","ppi_lr","ppi_prediction"
"2225","CNTF","CRLF1","ppi_lr","ppi_prediction"
"2226","EDN1","EDNRB","ppi_lr","ppi_prediction"
"2227","CALM1","CALCR","ppi_lr","ppi_prediction"
"2228","TGFB1","ITGB6","ppi_lr","ppi_prediction"
"2229","VTN","ITGB6","ppi_lr","ppi_prediction"
"2230","TGFA","ERBB4","ppi_lr","ppi_prediction"
"2231","ADAM17","ERBB4","ppi_lr","ppi_prediction"
"2232","MDK","LRP2","ppi_lr","ppi_prediction"
"2233","PLAU","LRP2","ppi_lr","ppi_prediction"
"2234","APOE","LRP2","ppi_lr","ppi_prediction"
"2235","SERPINE1","LRP2","ppi_lr","ppi_prediction"
"2236","LRPAP1","LRP2","ppi_lr","ppi_prediction"
"2237","TGFB1","ERBB2","ppi_lr","ppi_prediction"
"2238","TGFA","ERBB2","ppi_lr","ppi_prediction"
"2239","ANGPT2","ITGA5","ppi_lr","ppi_prediction"
"2240","COL1A1","ITGA5","ppi_lr","ppi_prediction"
"2241","APP","SDC1","ppi_lr","ppi_prediction"
"2242","APP","LRP1","ppi_lr","ppi_prediction"
"2243","APP","KDR","ppi_lr","ppi_prediction"
"2244","APP","NCSTN","ppi_lr","ppi_prediction"
"2245","APP","NGFR","ppi_lr","ppi_prediction"
"2246","APP","PROKR1","ppi_lr","ppi_prediction"
"2247","APP","GPC1","ppi_lr","ppi_prediction"
"2248","KNG1","RXFP4","ppi_lr","ppi_prediction"
"2249","SPP1","SDC1","ppi_lr","ppi_prediction"
"2250","CTSG","SDC1","ppi_lr","ppi_prediction"
"2251","CALR","LRP1","ppi_lr","ppi_prediction"
"2252","THBS1","LRP1","ppi_lr","ppi_prediction"
"2253","CTSG","LRP1","ppi_lr","ppi_prediction"
"2254","WNT3A","LRP1","ppi_lr","ppi_prediction"
"2255","MDK","LRP1","ppi_lr","ppi_prediction"
"2256","APOE","LRP1","ppi_lr","ppi_prediction"
"2257","TGFB1","SDC2","ppi_lr","ppi_prediction"
"2258","HGF","SDC2","ppi_lr","ppi_prediction"
"2259","PF4","SDC2","ppi_lr","ppi_prediction"
"2260","SERPINC1","SDC2","ppi_lr","ppi_prediction"
"2261","SERPINA1","SDC2","ppi_lr","ppi_prediction"
"2262","TNFSF13","SDC2","ppi_lr","ppi_prediction"
"2263","HSP90B1","TNFRSF1B","ppi_lr","ppi_prediction"
"2264","CALM1","TNFRSF1B","ppi_lr","ppi_prediction"
"2265","FGA","ITGB3","ppi_lr","ppi_prediction"
"2266","GZMB","NOTCH1","ppi_lr","ppi_prediction"
"2267","CALM1","HTR2C","ppi_lr","ppi_prediction"
"2268","CALR","MTNR1A","ppi_lr","ppi_prediction"
"2269","CSF2","IL3RA","ppi_lr","ppi_prediction"
"2270","MDK","SDC4","ppi_lr","ppi_prediction"
"2271","TGFB3","SDC4","ppi_lr","ppi_prediction"
"2272","PSEN1","NOTCH4","ppi_lr","ppi_prediction"
"2273","PSEN1","NOTCH3","ppi_lr","ppi_prediction"
"2274","PSEN1","NOTCH2","ppi_lr","ppi_prediction"
"2275","FN1","TSHR","ppi_lr","ppi_prediction"
"2276","FN1","ITGB5","ppi_lr","ppi_prediction"
"2277","FN1","MTNR1A","ppi_lr","ppi_prediction"
"2278","MMP9","CD44","ppi_lr","ppi_prediction"
"2279","MMP9","EPHB2","ppi_lr","ppi_prediction"
"2280","FGA","ITGA2B","ppi_lr","ppi_prediction"
"2281","F2","ITGA2B","ppi_lr","ppi_prediction"
"2282","COL2A1","ITGA2B","ppi_lr","ppi_prediction"
"2283","TNFSF9","TRAF2","ppi_lr","ppi_prediction"
"2284","TNFSF4","TRAF2","ppi_lr","ppi_prediction"
"2285","CALM1","TRAF2","ppi_lr","ppi_prediction"
"2286","COL2A1","DDR1","ppi_lr","ppi_prediction"
"2287","PPBP","IL7R","ppi_lr","ppi_prediction"
"2288","TNF","PTPRZ1","ppi_lr","ppi_prediction"
"2289","CCL22","CCR7","ppi_lr","ppi_prediction"
"2290","GDF9","ACVR2A","ppi_lr","ppi_prediction"
"2291","FGF7","FGFR3","ppi_lr","ppi_prediction"
"2292","FGF7","FGFR4","ppi_lr","ppi_prediction"
"2293","WNT5A","FZD1","ppi_lr","ppi_prediction"
"2294","WNT1","CD36","ppi_lr","ppi_prediction"
"2295","COL1A1","CD36","ppi_lr","ppi_prediction"
"2296","CALM1","FAS","ppi_lr","ppi_prediction"
"2297","TNFSF13","FAS","ppi_lr","ppi_prediction"
"2298","NTN1","NEO1","ppi_lr","ppi_prediction"
"2299","CCL3","ACKR4","ppi_lr","ppi_prediction"
"2300","CTSG","CXCR4","ppi_lr","ppi_prediction"
"2301","TGFB1","BMPR1A","ppi_lr","ppi_prediction"
"2302","GDF9","BMPR1A","ppi_lr","ppi_prediction"
"2303","VTN","PLAUR","ppi_lr","ppi_prediction"
"2304","KNG1","PLAUR","ppi_lr","ppi_prediction"
"2305","CCL2","CCR10","ppi_lr","ppi_prediction"
"2306","TDGF1","ACVR1C","ppi_lr","ppi_prediction"
"2307","CCL13","ACKR4","ppi_lr","ppi_prediction"
"2308","CCL11","ACKR4","ppi_lr","ppi_prediction"
"2309","CCL8","ACKR4","ppi_lr","ppi_prediction"
"2310","CXCL13","ACKR4","ppi_lr","ppi_prediction"
"2311","CCL5","ACKR4","ppi_lr","ppi_prediction"
"2312","CCL4","ACKR4","ppi_lr","ppi_prediction"
"2313","EFNA1","EPHB1","ppi_lr","ppi_prediction"
