,ID,community,CPDB,NicheNet
610,CCL20_CNR2,False,False,True
611,HCRT_HTR2C,False,False,True
612,NTS_F2RL3,False,False,True
613,SOCS2_EPOR,True,False,False
614,FGFR2_ESR1,False,True,False
615,KISS1_HCRTR1,False,False,True
616,PRSS1_F2RL2,True,False,False
617,GIP_GCGR,False,False,True
618,NID1_NOTCH2,False,False,True
619,IHH_GAS1,False,True,False
620,GAL_GPER1,False,False,True
621,ADCYAP1_GCGR,False,False,True
622,TCTN1_B9D1,True,False,False
623,FRS3_FGFR1,True,False,False
624,GNAI2_CXCR2,True,False,False
625,AVP_HTR6,False,False,True
626,NMB_NPSR1,False,False,True
627,EDN3_F2RL3,False,False,True
628,PYY_CCR4,False,False,True
629,CCL20_GALR1,False,False,True
630,OXT_PTGFR,False,False,True
631,SOSTDC1_WNT10A,True,False,False
632,PIK3CB_FGFR1,False,False,True
633,ADAM10_EFNA3,True,False,False
634,CRKL_EPOR,True,False,False
635,MAG_MAG,False,False,True
636,PENK_GRM4,False,False,True
637,IFNB1_IFNAR2,True,True,True
638,TGFB3_ITGB3,True,False,True
639,VIP_GPR83,False,False,True
640,RSPO3_WNT6,True,False,False
641,IL7R_TNFRSF11B,True,False,False
642,PIP_CD4,True,False,False
643,GNRH1_MCHR1,False,False,True
644,UTS2B_CHRM3,False,False,True
645,WNT16_FZD1,True,True,False
646,F2_ADRA1D,False,False,True
647,CXCL10_TAS2R3,False,False,True
648,CCL25_ACKR4,True,True,True
649,AGT_ADRA1B,False,False,True
650,LGALS3_ITGB1,False,False,True
651,COL18A1_ITGA10,False,True,False
652,NPY_OPRL1,False,False,True
653,CXCL11_CXCR4,False,False,True
654,NMS_GALR2,False,False,True
655,NMS_CCR1,False,False,True
656,LY6G5C_PGAP6,True,False,False
657,CXCL12_FPR2,False,False,True
658,NPY_HTR1A,False,False,True
659,CXCL11_GRM3,False,False,True
660,IFNA4_PTPN6,False,False,True
661,PRSS2_F2RL2,True,False,False
662,SAA1_AGTR2,False,False,True
663,F11R_F2RL2,False,False,True
664,LTA_CACHD1,True,False,False
665,HHIP_SHH,False,True,False
666,RXRG_CRABP2,False,True,False
667,GAST_LPAR3,False,False,True
668,RLN3_FSHR,False,False,True
669,WNT5A_ROR2,True,True,True
670,MOG_LRRTM3,True,False,False
671,TAC3_EDNRA,False,False,True
672,PROK1_CASR,False,False,True
673,FSHB_GPR20,True,False,True
674,HCRT_LPAR4,False,False,True
675,CXCL16_TAS2R39,False,False,True
676,LEFTY1_GDF5,True,False,False
677,EDN2_NMUR1,False,False,True
678,CCL20_LPAR5,False,False,True
679,APOA1_LRP1,True,False,True
680,C3_HTR1B,False,False,True
681,HCRT_CYSLTR2,False,False,True
682,CXCL16_C5AR1,False,False,True
683,GP5_LAYN,True,False,False
684,UTS2_KISS1R,False,False,True
685,ADM_TAAR1,False,False,True
686,HBEGF_ERBB3,False,False,True
687,WNT4_FZD5,True,True,False
688,WNT5B_SFRP1,False,True,False
689,PMCH_GRM3,False,False,True
690,RLN1_MC5R,False,False,True
691,PSG9_FGFR4,True,False,False
692,KISS1_HTR2B,False,False,True
693,FLRT2_ADGRL3,False,False,True
694,FGF13_SCN8A,True,False,False
695,GALP_GALR3,True,True,True
696,POMC_ADRA2A,True,False,True
697,C3_OPRK1,False,False,True
698,COL2A1_ITGAV,True,False,True
699,VIP_GPR84,True,False,True
700,PF4_SSTR3,False,False,True
701,POMC_GPER1,False,False,True
702,CXCL9_SSTR4,False,False,True
703,NMU_IL20RB,False,False,True
704,INSL3_HTR7,False,False,True
705,GIP_MC4R,False,False,True
706,PDYN_LPAR2,False,False,True
707,TNFRSF11A_ACE2,True,False,False
708,MMP7_CD151,True,False,False
709,CNTN4_LVRN,True,False,False
710,GNRH1_NPFFR1,False,False,True
711,PROS1_MERTK,True,False,True
712,APP_ROBO3,False,False,True
713,CCL21_TAS2R13,False,False,True
714,ADM_SCTR,False,False,True
715,CXCL9_S1PR4,False,False,True
716,POMC_MC1R,True,True,True
717,WNT9B_CER1,False,True,False
718,PTH_RXFP2,False,False,True
719,OPCML_NTM,True,False,False
720,MIF_CD44,True,False,False
721,CCL3_ACKR4,False,False,True
722,GAST_CCKAR,False,False,True
